ACTDT,YEAR,YR_QTR,ACTION,APP_NO,FM,NUMBER,STREET,ST_TYPE,BLOCK,LOT,BLOCKLOT,DESCRIPT,EXT_USE,PROP_USE,AFF_HSG,AFF_TARGET,UNITS,NETUNITS,planning_district_number,planning_district,supervisor_district,analysis_neighborhood,the_geom
2017/05/02,2017,2017_Q2,COMPLETE,201601076555,3,17,OTTAWA,AV,7044A,018,7044A018,"LEGALIZE BASEMENT UNIT PER ORDINANCE# 43-14 - A BEDROOM, 1 STUDY ROOM, 1 BATHROOM 1 KITCHEN",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,12,South Central,11,Outer Mission,"(37.713827652427, -122.444325175951)"
2016/05/31,2016,2016_Q2,COMPLETE,201211093902,2,3032,CLEMENT,ST,1402,022,1402022,"TO ERECT 4-STORY, 6 UNITS APARTMENTS, RETAIL & PARKING.",,APARTMENTS,,,6,6,1,Richmond,1,Outer Richmond,"(37.781950801443, -122.491957381476)"
2018/03/16,2018,2018_Q1,COMPLETE,201404304602,3,6425,CALIFORNIA,ST,1407,046,1407046,"(E) 2ND FLOOR RESIDENTIAL UNIT OVER 1ST FLOOR VACANT COMMERCIAL SPACE. CONVERT 1ST FLOOR COMMERCIAL SPACE INTO NEW RESIDENTIAL UNIT WITHIN RH-2 ZONING (NO CHANGE OF BUILDING ENVELOPE). 1 KITCHEN, 1 LIVING ROOM, 2 BEDROOMS, 3.5 BATHS, 1 FAMILY ROOM.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,1,Richmond,1,Outer Richmond,"(37.783572536965, -122.486524471795)"
2018/04/10,2018,2018_Q2,REINSPECT REQUIRED,201602290755,3,47,MCCOPPIN,ST,3513,057,3513057,LEGAL (E) UNIT ON LOWER LEVEL. TO CORRECT UNIT COUNT FROM 9 TO 10 GUESTROOMS AND TO LEGALIZE (E) UNPERMITTED DWELLING UNIT ON LOWER LEVEL.,RESIDENTIAL HOTEL,RESIDENTIAL HOTEL,,,11,1,8,Mission,6,Mission,"(37.771444807046, -122.4213685369)"
2017/02/09,2017,2017_Q1,COMPLETE,201605107002,8,1842,GOLDEN GATE,AV,1152,012,1152012,CREATE NEW DWELLING UNIT IN THE BASEMENT OF EXISTING 3 UNITS RESIDENTIAL BUILDING. NO EXPANSION OF THE BUILDING ENVELOPE. NO CHANGE TO VISIBLE EXTERIOR OF BUILDING. Sprinkler permit deferred.,APARTMENTS,APARTMENTS,,,4,1,5,Western Addition,5,Western Addition,"(37.778703433619, -122.441016007789)"
2016/08/18,2016,2016_Q3,COMPLETE,201608104642,8,765,MARKET,ST,3706,208,3706208,32C & 32D - REVISION TO PA#201412093363 & 201412093364 TO INSTALL NON-RATED DOOR BETWEEN UNIT C & D,APARTMENTS,APARTMENTS,,,138,-1,4,Downtown,6,Financial District/South Beach,"(37.786222279405, -122.404331994394)"
2016/10/20,2016,2016_Q4,COMPLETE,201506098476,2,238,SUMMIT,WY,7331,055,7331055,ERECT 2 STORY ONE SINGLE FAMILY RESIDENTIAL BUILDING.,,1 FAMILY DWELLING,,,1,1,13,Ingleside,7,Lakeshore,"(37.715571177833, -122.477464535872)"
2017/07/20,2017,2017_Q3,COMPLETE,201305156959,6,546,34TH,AV,1511,034,1511034,,1 FAMILY DWELLING,,,,-1,-1,1,Richmond,1,Outer Richmond,"(37.77871535874, -122.493995153204)"
2018/01/25,2018,2018_Q1,COMPLETE,201306129341,2,333,PENNSYLVANIA,AV,4040,025,4040025,ERECT NEW 4-STORY TYPE 5 2-FAMILY RESIDENTIAL BUILDING,,2 FAMILY DWELLING,,,2,2,9,South of Market,10,Potrero Hill,"(37.762105244084, -122.393232553637)"
2018/10/01,2018,2018_Q4,COMPLETE,201606018897,3,4740,BALBOA,ST,1591,005J,1591005J,G/F -add (N) UNITS IN LOBBY & IN (E) GARAGE. REMODEL LOBBY. WORK TO BE DONE WITH RETROFIT WORK 201511021434. ORD. #30-15. sprinkler under separate permit.,APARTMENTS,APARTMENTS,,,35,2,1,Richmond,1,Outer Richmond,"(37.775397682321, -122.509796757341)"
2018/02/28,2018,2018_Q1,COMPLETE,201405064989,2,188,QUANE,ST,3631,017,3631017,"ERECT 2-STORY, TYPE 5, NO BASEMENT, SINGLE DWELLING UNIT BUILDING.",,1 FAMILY DWELLING,,,1,1,8,Mission,8,Mission,"(37.753675699519, -122.42493051499)"
2017/03/22,2017,2017_Q1,COMPLETE,201604064038,2,56,SUMMIT,WY,7331,131,7331131,"ERECT 3-STORY, 1 BASEMENT, TYPE 5-B, 2 UNITS RESIDENTIAL BUILDING.",,2 FAMILY DWELLING,,,2,2,13,Ingleside,7,Lakeshore,"(37.715027585883, -122.474345176989)"
2016/06/16,2016,2016_Q2,COMPLETE,201401317542,8,525,EDINBURG,ST,6089,029,6089029,"TO COMPLY WITH NOV 201334103 - GARAGE DOOR RESTORED TO LEGAL USE, REPAIR EXTERIOR PIPE (PLUMBING VENT)",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,11,Excelsior,"(37.720728389086, -122.432065154417)"
2017/09/07,2017,2017_Q3,COMPLETE,201503191386,3,842,33RD,AV,1675,016,1675016,TO COMPLY WITH NOV #201470021 - LEGALIZE IN-LAW UNIT ST GROUND FLOOR AT REAR OF GARAGE AREA per Ordinance 43-14. FIRE SPRINKLER UNDER SEPARATE PERMIT.,2 FAMILY DWELLING,APARTMENTS,,,3,1,1,Richmond,1,Outer Richmond,"(37.773239182676, -122.492522479183)"
2016/10/06,2016,2016_Q4,COMPLETE,201407252241,3,615,MINNA,ST,3727,085,3727085,"CONVERSION OF (E) HABITABLE SPACE TO 2-UNITS AT BASEMENT LEVEL. UNIT #1: 1-BEDROOM, 1-BATH.  UNIT #2: 2-BEDROOM, 1-BATH. REMODEL OF UNITS 3,4,5, 6 ON 2ND AND 3RD FLOOR",APARTMENTS,APARTMENTS,,,6,2,4,Downtown,6,South of Market,"(37.778334687705, -122.410713607587)"
2017/02/21,2017,2017_Q1,COMPLETE,201701207561,6,31,HATTIE,ST,2657,022,2657022,EMERGENCY DEMOLITION OF 2-STORY RESIDENTIAL,2 FAMILY DWELLING,,,,-2,-2,7,Central,8,Castro/Upper Market,"(37.761282741841, -122.440798605279)"
2017/02/15,2017,2017_Q1,COMPLETE,201509217562,8,48,LEDYARD,ST,5396,001O,5396001O,"REMOVE ILLEGAL KITCHEN @ GARAGE LEVEL, CAP ALL UTILITIES @ SOURCE. LEGALIZE EXISTING FULL BATH, CONVERT BALANCE AREA TO STORAGE",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.733164138912, -122.402273079874)"
2017/09/13,2017,2017_Q3,COMPLETE,201409237117,3,1656,POST,ST,0686,040,0686040,"CHANGE OF USE: CONVERTING (E) 2ND FLOOR RETAIL SPACE (3,475 SF) TO FOUR RESIDENTIAL APARTMENT UNITS. 2 X (ONE BEDRM),2 X (ONE BEDRM + DEN).",RETAIL SALES,APARTMENTS,,,4,4,5,Western Addition,5,Japantown,"(37.785908976489, -122.429093263611)"
2018/03/28,2018,2018_Q1,COMPLETE,200203191800,6,55,HILIRITAS,AV,7552,023,7552023,DEMOLISH TWO STORY SINGLE FAMILY DWELLING,1 FAMILY DWELLING,,,,-1,-1,7,Central,8,Glen Park,"(37.737558603464, -122.437327418279)"
2016/05/02,2016,2016_Q2,COMPLETE,201501145767,3,895,NOE,ST,3621,030,3621030,REMODEL & ENLARGE BASEMENT TO CREATE NEW LIVING UNIT W/ KITCHEN & BATH. NEW DORMER AT TOP FLOOR,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,7,Central,8,Noe Valley,"(37.754915481582, -122.431884402924)"
2017/05/15,2017,2017_Q2,COMPLETE,201405125450,2,1947,OAKDALE,AV,5319,037,5319037,"TO ERECT 3 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.",,2 FAMILY DWELLING,,,2,2,10,South Bayshore,10,Bayview Hunters Point,"(37.738094048864, -122.397043068554)"
2018/08/24,2018,2018_Q3,COMPLETE,201008098402,2,1,MCCORMICK,ST,0185,048,0185048,"ERECT 3 STORIES, TYPE 5, SINGLE DWELLING BUILDING.",,1 FAMILY DWELLING,,,1,1,3,Northeast,3,Russian Hill,"(37.794926252398, -122.419186157872)"
2012/01/25,2012,2012_Q1,FINAL INSPECT/APPRVD,201001074373,6,108,WEST POINT,RD,4624,009,4624009,BLDG# 11 - DEMOLITION OF 3-STORY 2 RESIDENTIAL UNITS. (#108 - 110 WEST POINT RD.),2 FAMILY DWELLING,,,VLI,-2,-2,10,South Bayshore,10,Bayview Hunters Point,"(37.73595194645, -122.38149159657)"
2016/12/13,2016,2016_Q4,COMPLETE,201506098540,3,2955,20TH,AV,7204,004,7204004,"LEGALIZE AND RENOVATE EXTG UNIT ON GROUND FLOOR INCLUDING 4 BEDROOMS, 2 BATH, FAMILY ROOM AND LIVING ROOM PER ORDINANCE 43-14",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,13,Ingleside,7,Sunset/Parkside,"(37.733577991391, -122.476410200417)"
2016/04/27,2016,2016_Q2,COMPLETE,201505277304,3,1728,ORTEGA,ST,2061,024,2061024,LEGALIZE STUDIO UNIT WITH KITCHEN & BATH ON 1ST FLOOR. ADD HALLWAY & DOOR FROM EXTERIOR (PUBLIC WAY) TO DWELLING UNIT. REMODEL KITCHEN ON 2ND FLOOR. ADD DECK TO REAR OF 2ND FLOOR. UNIT LEGALIZATION ORD 43-14.,1 FAMILY DWELLING,1 FAMILY DWELLING,,,2,1,15,Outer Sunset,4,Sunset/Parkside,"(37.752363908378, -122.48236310855)"
2016/03/09,2016,2016_Q1,COMPLETE,201512044215,8,73,ALLISON,ST,6462,014A,6462014A,"ABATEMENT OF NOV# 201580321, REMOVE UNPERMITTED KITCHEN, BATH, LIVING ROOM, OFFICE AND BEDROOMS AT GROUND FLOOR, CAP PLUMBING AND GAS LINES TO SOURCE. NO WORK ON 2/F, FIRE DAMAGE NOV# 201577822 UNDER SEPERATE PERMIT.",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,11,Excelsior,"(37.713849334836, -122.441949763848)"
2016/03/28,2016,2016_Q1,COMPLETE,201502047438,2,182,SUMMIT,WY,7331,178,7331178,ERECT A THREE STORY TWO UNITS RESIDENTIAL BUILDING.,,2 FAMILY DWELLING,,,2,2,13,Ingleside,7,Lakeshore,"(37.71560347681, -122.476301533818)"
2018/12/05,2018,2018_Q4,SITE VERIFICATION,201305015894,1,181,FREMONT,ST,3719,011,3719011,"TO ERECT 54 STORIES, 5 BASEMENT, 74 RESIDENTIAL UNITS WITH RETAIL, OFFICE, PARKING BUILDING.",,APARTMENTS,0,FEE,74,74,4,Downtown,6,Financial District/South Beach,"(37.789805510969, -122.395340276053)"
2018/06/25,2018,2018_Q2,COMPLETE,201702169536,3,548,BANKS,ST,5727,009,5727009,"ADD UNIT PER ORDINANCE NO. 162-16, ADD ACCESSORY DWELLING UNIT ON GROUND FLOOR.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,11,Bernal Heights,9,Bernal Heights,"(37.736384129421, -122.41312059968)"
2016/09/23,2016,2016_Q3,COMPLETE,201604084363,8,184,COOK,ST,1089,016,1089016,CONVERT SINGLE FAMILY TO TWO FAMILY DWELLING UNIT BUILDING. ADD KITCHEN AND BATH TUB AT GR FLOOR,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,5,Western Addition,1,Lone Mountain/USF,"(37.78080799638, -122.451682499689)"
2016/03/28,2016,2016_Q1,COMPLETE,201502047437,2,186,SUMMIT,WY,7331,179,7331179,ERECT A THREE STORY TWO UNITS RESIDENTIAL BUILDING.,,2 FAMILY DWELLING,,,2,2,13,Ingleside,7,Lakeshore,"(37.715609907635, -122.476392201477)"
2012/01/26,2012,2012_Q1,FINAL INSPECT/APPRVD,201001074381,6,58,MIDDLE POINT,RD,4624,004,4624004,"BLDG# 34 - DEMOLITION OF 2-STORY 4 RESIDENTIAL UNITS. (58, 60, 62, 64 MIDDLE POINT RD.)",APARTMENTS,,,VLI,-4,-4,10,South Bayshore,10,Bayview Hunters Point,"(37.736027797084, -122.380243007312)"
2018/12/19,2018,2018_Q4,COMPLETE,201812107873,8,810,EDDY,ST,0738,005,0738005,CORRECT THE RECORD TO SHOW MANAGER'S UNIT IN UNIT COUNT FOR TOTAL 37 UNITS. NO WORK UNDER THIS PERMIT.,APARTMENTS,APARTMENTS,,,37,2,5,Western Addition,5,Western Addition,"(37.782996190526, -122.42126226043)"
2017/12/06,2017,2017_Q4,COMPLETE,201406279737,2,901,FAIRFAX,AV,4624,031,4624031,"TO ERECT 5 STORIES, NO BASEMENT, 72 DWELLING UNITS RESIDENTIAL MULTI-FAMILY, COMMERCIAL, MIXED USE BLDG.",,APARTMENTS,71,VLI,72,72,10,South Bayshore,10,Bayview Hunters Point,"(37.735252198128, -122.380734774665)"
2018/08/03,2018,2018_Q3,COMPLETE,201410158900,2,19,ARGUELLO,BL,1355,004,1355004,ERECT 3 STORIES OF ONE SINGLE FAMILY. * MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO HEALTH *,,1 FAMILY DWELLING,,,1,1,1,Richmond,2,Inner Richmond,"(37.789133830122, -122.459835039819)"
2018/06/19,2018,2018_Q2,COMPLETE,201806192339,8,918,DIVISADERO,ST,1155,019,1155019,PER COMPLAINT #201830074 - CASE ABATED ON 3/12/2018. THIS PERMIT IS TO ACKNOWLEDGEWORK COMPLETED TO CAP KITCHEN SINK AND CAP GAS VALVE ALREADY COMPLETED IN DOWNSTAIRS ROOM. THIS PERMIT IS NOT TO RESULT IN REMOVAL A RESIDENTIAL OR UNAUTHORIZED DWELLING UNI,1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,5,Western Addition,5,Western Addition,"(37.778168275761, -122.438134896097)"
2017/01/04,2017,2017_Q1,COMPLETE,201505146405,3,1221,14TH,AV,1736,062,1736062,"LEGALIZATION OF DWELLING UNIT OF 598 SQ. FT. AT GROUND FLOOR LEVEL, 2 BEDROOM, LIVING ROOM, KITCHEN AND BATHROOM (UNIT LEGALIZATION ORDINANCE 43-14)",2 FAMILY DWELLING,APARTMENTS,,,3,1,14,Inner Sunset,5,Inner Sunset,"(37.765240742633, -122.472122942127)"
2016/12/28,2016,2016_Q4,COMPLETE,201303041396,2,280,CAPITOL,AV,7113,064,7113064,"TO ERECT 4 STORIES, NO BASEMENT, 2 FAMILY DWELLINGS.",,2 FAMILY DWELLING,,,2,2,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.71282826808, -122.458801341158)"
2017/09/12,2017,2017_Q3,COMPLETE,201411181856,3,1234,06TH,AV,1745,014,1745014,"LEGALIZED GROUND FLOOR UNIT, 1 BEDROOM, KITCHEN, LIVING/DINING, ONE FULL BATH. Comply w/ FS-05",APARTMENTS,APARTMENTS,,,6,1,14,Inner Sunset,5,Inner Sunset,"(37.765456396631, -122.462918285323)"
2017/02/28,2017,2017_Q1,COMPLETE,201610180604,8,215,DORE,ST,3525,035,3525035,REAR COTTAGE- CONVERT STORAGE TO NEW UNIT IN REAR LOT OF 2 STORIES SINGLE FAMILY. ADD STOVE AND HOOD. N/A ORDINANCE #155-13,"WAREHOUSE,NO FRNITUR",1 FAMILY DWELLING,,,1,1,9,South of Market,6,South of Market,"(37.771932290205, -122.410230312427)"
2017/10/20,2017,2017_Q4,COMPLETE,201708185259,6,709,LYON,ST,1159,004,1159004,TO DEMOLISH 2 STORY SINGLE FAMILY DWELLING PER EMERGEYCY ORDER# 108843-E.,1 FAMILY DWELLING,,,,-1,-1,5,Western Addition,5,Lone Mountain/USF,"(37.777547104225, -122.443705823708)"
2016/03/16,2016,2016_Q1,COMPLETE,200603025881,2,790,ANDOVER,ST,5825,008,5825008,ERECT 3 STORIES 2 DWELLING UNITS  BLDG.,,2 FAMILY DWELLING,,,2,2,11,Bernal Heights,9,Bernal Heights,"(37.733283852101, -122.417212114199)"
2016/09/21,2016,2016_Q3,COMPLETE,201206142648,3,882,CAROLINA,ST,4096,030,4096030,"HORIZONTAL ADDITION @ 3RD FLOOR & VERTICAL ADDITION @ 4TH FLOOR, PLUS MISC ELEC & PLUMBING WORK. REMODEL & REPAIR EXISTING BUILDING.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,9,South of Market,10,Potrero Hill,"(37.757489540903, -122.400258792806)"
2016/03/15,2016,2016_Q1,COMPLETE,201512175382,8,318,MAIN,ST,3746,003,3746003,"PLAZA A: DOCUMENTATION ONLY PERMIT TO CORRECT UNIT DWELLING COUNT AS PREVIOUSLY APPROVED, REF. PA#201207124723S2, PAGE A0.15 UNIT MATRIX STORY COUNT AND AREA CALCULATIONS",APARTMENTS,APARTMENTS,0,OFF,71,12,9,South of Market,6,Financial District/South Beach,"(37.788686730196, -122.39186348966)"
2017/06/20,2017,2017_Q2,COMPLETE,201604064041,2,26,SUMMIT,WY,7331,014,7331014,"ERECT 3-STORY, 1 BASEMENT, TYPE 5-B, SINGLE FAMILY DWELLING BUILDING.",,1 FAMILY DWELLING,,,1,1,13,Ingleside,7,Lakeshore,"(37.7146560768, -122.474343886749)"
2017/08/22,2017,2017_Q3,COMPLETE,201303273113,1,388,FULTON,ST,0785,029,0785029,"ERECT 6 STORIES, NO BASEMENT, 69 UNITS RESIDENTIAL APARTMENTS WITH GROUND FLOOR RETAIL.",,APARTMENTS,8,MOD,69,69,5,Western Addition,5,Hayes Valley,"(37.779079379282, -122.422898950238)"
2017/04/17,2017,2017_Q2,COMPLETE,201505277282,3,155,EUREKA,ST,2693,024A,2693024A,"CONSTRUCT UNIT ON THE 1ST FL WITH BATHROOM, KITCHEN AND BEDROOM AND LIVING ROOM. SPRINKLERS PER NFPA-13 IN NEW LIVING SPACE AND EGRESS PATH ONLY, UNDER SEPARATE PERMIT",APARTMENTS,APARTMENTS,,,7,1,7,Central,8,Castro/Upper Market,"(37.759806653817, -122.437871229981)"
2017/05/10,2017,2017_Q2,COMPLETE,201308204717,1,142,WEST POINT,RD,4624,031,4624031,,,APARTMENTS,49,VLI,50,50,10,South Bayshore,10,Bayview Hunters Point,"(37.735252198128, -122.380734774665)"
2016/08/24,2016,2016_Q3,COMPLETE,201504214148,3,921,ATHENS,ST,6402,031,6402031,"LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER ORDINANCE 43-14. ADD 2 BEDROOMS, 1 KITCHEN & 2 BATHROOMS.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,12,South Central,11,Excelsior,"(37.714360196901, -122.433602079839)"
2018/04/25,2018,2018_Q2,COMPLETE,201407111073,6,1783,NOE,ST,6652,016A,6652016A,"DEMOLISH 2-STORY, 1 DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,,,-1,-1,7,Central,8,Glen Park,"(37.740669109958, -122.430553778485)"
2017/10/16,2017,2017_Q4,COMPLETE,201209069080,1,33,08TH,ST,3702,308,3702308,"ERECT 19 STORIES, 6 BASEMENT WITH RESIDENTIAL & COMMERCIAL BUILDING.",,APARTMENTS,82,LOW,550,550,4,Downtown,6,South of Market,"(37.778367840195, -122.413439280386)"
2017/10/13,2017,2017_Q4,COMPLETE,201006154512,3,75,MARS,ST,2653,016,2653016,"RENOVATION OF (E) DWELLING UNIT. ADDITION OF A FLOOR & A BASEMENT (GARAGE), VERTICAL & HORIZONTAL ADDITION. ADDITION OF DWELLING UNIT.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,7,Central,8,Castro/Upper Market,"(37.761041990076, -122.444435069699)"
2014/04/30,2014,2014_Q2,COMPLETE,201307222398,6,201,WEST POINT,RD,4624,032,4624032,"BLDG 53 - DEMOLISH 2-STORY, TYPE 5, RESIDENTIAL APARTMENT BUILDING.",APARTMENTS,,,VLI,-4,-4,10,South Bayshore,10,Bayview Hunters Point,"(37.7354310681, -122.37894119866)"
2017/04/11,2017,2017_Q2,COMPLETE,201509237900,3,2,VESTA,ST,5403,001,5403001,"COMPLY W/ NOV #201558471. LEGALIZE (E) INLAW UNIT ON GROUND FL INCLUDING LIGHT, ELECTRICAL OUTLETS & PLUMBING; LOWER SUBFLOOR IN BEDROOM #4 & PLAYROOM @ LOWER FL. PROVIDE 1-HR FIRE RESISTANT HEAT SOURCE; RELOCATE & REPLACE ELECTRICAL SVC PANEL, PROVIDE 1-",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,10,South Bayshore,10,Bayview Hunters Point,"(37.731246104877, -122.400382934032)"
2017/08/09,2017,2017_Q3,COMPLETE,201608054293,3,148,FELTON,ST,5926,017,5926017,UNIT LEGALIZATION ORD. 43-14. LEGALIZATION OF UNIT INSTALLED WITHOUT PERMIT. LEGALIZATION EXISTING KITCHEN AND CONSTRUCT HALF BATHROOM.  ALL WORK AT GROUND FLOOR,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,12,South Central,9,Portola,"(37.729820378645, -122.40634077288)"
2017/05/03,2017,2017_Q2,COMPLETE,201604064047,2,21,SUMMIT,WY,7331,097,7331097,"ERECT 4-STORY, 1 BASEMENT, TYPE 5-B, 1 UNIT RESIDENTIAL BUILDING.",,1 FAMILY DWELLING,,,1,1,13,Ingleside,7,Lakeshore,"(37.714838213544, -122.474653628372)"
2016/08/29,2016,2016_Q3,COMPLETE,201507141403,8,954,PRAGUE,ST,6449,013,6449013,"REMOVE EXIST ILLEGAL KITCHEN, CAP PLUMBING LEGALIZE EXISTING GROUND FLOOR ROOMS. 2 BEDROOMS, FAMILY ROOM AND 1 BATH.",1 FAMILY DWELLING,1 FAMILY DWELLING,,,1,-1,12,South Central,11,Excelsior,"(37.710269699541, -122.436041127517)"
2018/03/20,2018,2018_Q1,COMPLETE,201708043901,6,79,CRAGMONT,AV,2131A,012,2131A012,"DEMO 1-STORY, TYPE 5, SINGLE FAMILY BUILDING.",1 FAMILY DWELLING,,,,-1,-1,14,Inner Sunset,7,Inner Sunset,"(37.749544886225, -122.467698890031)"
2016/09/27,2016,2016_Q3,COMPLETE,201012076278,6,220,WILLIAMS,AV,5406,016,5406016,DEMOLISH 1 STORY OF 1 DWELLING UNIT.,1 FAMILY DWELLING,,,,-1,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.730241999967, -122.397622033355)"
2017/08/30,2017,2017_Q3,COMPLETE,201606291163,8,116,VIRGINIA,AV,5643,035,5643035,"INTERIOR BUILD OUT OF DWELLING UNIT AT GROUND FLOOR - KITCHEN & BATHROOM REMODEL, ADD BATHROOM AT UPPER UNIT",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,11,Bernal Heights,9,Bernal Heights,"(37.742280605103, -122.419906891916)"
2018/11/20,2018,2018_Q4,COMPLETE,201702068660,6,3721,21ST,ST,3621,081,3621081,COMMENCEMENT OF WORK NOT STARTED UNDER PREVIOUSLY APPROVED PERMIT APPLICATION #201312134201.,1 FAMILY DWELLING,VACANT LOT,,,-1,-1,7,Central,8,Noe Valley,"(37.756086261128, -122.430650417806)"
2017/02/21,2017,2017_Q1,COMPLETE,201512316262,3,272,TRUMBULL,ST,5871,036,5871036,TO COMPLY WITH COMPLAINT NO.201567255; LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT PER ORDINANCE NO.43-14,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,12,South Central,11,Excelsior,"(37.730729308123, -122.424542696606)"
2017/07/17,2017,2017_Q3,COMPLETE,201408073298,8,858,37TH,AV,1679,018,1679018,"ADD KITCHEN AT GR FLOOR TO CREATE 2ND DWELLING UNIT WITH 1 BEDROOM, LIVING RM, DINING ROOM,  E FULL BATH.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,1,Richmond,1,Outer Richmond,"(37.772769114207, -122.496792430013)"
2016/10/19,2016,2016_Q4,COMPLETE,201601217573,8,3420,MARKET,ST,2717,055,2717055,"ONE NEW DWELLING UNIT WITHIN (E) ENVELOPE, NEW KITCHEN AND BATH. NEW WINDOWS & DOORS VISIBLE FROM STREET. NO SPRINKLER OR F.A. UNDER THIS APPLICATION.",APARTMENTS,APARTMENTS,,,13,1,7,Central,8,Castro/Upper Market,"(37.756913075978, -122.442885825731)"
2018/11/13,2018,2018_Q4,CFC ISSUED,201412053181,3,51,INNES,CT,4591C,218,4591C218,"ALTERED SITE TO ORIGINAL #201309277932S,  ADD ADDITIONAL ONE STORY AND UNIT NUMBER CHANGE FROM 28 UNITS TO 36 UNITS. THIS ALTER SITE IS W/ ORIGINAL SITE PERMIT #201309277932S. APPROVED. WF",,APARTMENTS,,,36,8,10,South Bayshore,10,Bayview Hunters Point,"(37.727058022895, -122.367736380791)"
2017/04/18,2017,2017_Q2,COMPLETE,201704043146,1,2036,CLEMENT,ST,1412,019,1412019,,,APARTMENTS,,,3,3,1,Richmond,1,Outer Richmond,"(37.782529070235, -122.481295017194)"
2018/02/15,2018,2018_Q1,COMPLETE,201512235846,3,1545,PINE,ST,0667,016,0667016,(FOR RECORD PURPOSES ONLY) P/A#201312033256 FLOOR PLANS 2-12 REPRESENTING A REDUCTION OF UNITS FROM 103 TO 100. CONSTRUCTION DOCUMENTS UNDER APPROVED ADDENDA SCHEDULE FOR NEW CONSTRUCTION.,,APARTMENTS,,,100,-3,3,Northeast,3,Nob Hill,"(37.789277040877, -122.421224446811)"
2018/02/09,2018,2018_Q1,COMPLETE,201704113756,8,370,31ST,AV,1403,023,1403023,"INTERIOR REMODEL 1ST, 2ND AND 3RD FLOOR. CHANGE LAYOUT ON 2ND FLOOR. NEW CONSTRUCTION ON GROUND FLOOR TO INCLUDE FULL BATHROOM, BEDROOM, KITCHEN AND LAUNDRY. FOUNDATION UPGRADE ON GROUND FLOOR",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,1,Richmond,1,Outer Richmond,"(37.782301982448, -122.490950589902)"
2010/04/29,2010,2010_Q2,PRE-FINAL,201001074381,6,64,MIDDLE POINT,RD,4624,004,4624004,"BLDG# 34 - DEMOLITION OF 2-STORY 4 RESIDENTIAL UNITS. (58, 60, 62, 64 MIDDLE POINT RD.)",APARTMENTS,,,VLI,-4,-4,10,South Bayshore,10,Bayview Hunters Point,"(37.736027797084, -122.380243007312)"
2016/11/29,2016,2016_Q4,COMPLETE,201202073722,1,701,LONG BRIDGE,ST,8711,019,8711019,"TO ERECT A 5 STORY, 188 UNIT APARTMENTS & PARKING BUILDING.",,APARTMENTS,0,SFRA,188,188,9,South of Market,6,Mission Bay,"(37.771338492374, -122.392920292963)"
2016/07/21,2016,2016_Q3,COMPLETE,201506158935,3,2446,19TH,AV,2407,021,2407021,"(COMPLYING WITH NOV #210538981, LEGALIZE(E)IN LAW UNIT ON THE G/F TO INCLUDE LIGHTINGS, ELECTRICAL OUTLETS & PLUMBING. REMOVE 1 KITCHEN ON THE G/F, REMOVE ALL PLUMBING FIXTURES, PIPES FROM ITS SOURCE, REMOVE KITCHEN RELATED OUTLETS & WIRE FROM ITS SOURCE.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,14,Inner Sunset,7,West of Twin Peaks,"(37.742172854722, -122.475272164977)"
2012/01/25,2012,2012_Q1,FINAL INSPECT/APPRVD,201001074368,6,60,WEST POINT,RD,4624,009,4624009,"BLDG# 6 - DEMOLITION OF 2-STORY 4 RESIDENTIAL UNITS. (#60, 62, 64, 66 WEST POINT RD)",APARTMENTS,,,VLI,-4,-4,10,South Bayshore,10,Bayview Hunters Point,"(37.73595194645, -122.38149159657)"
